date,store_id,product_id,category,rack_location,quantity_sold,unit_price_npr,discount_percent,customer_traffic,inventory_level,rainfall_mm,temperature,petrol_price,revenue_npr,cost_npr,profit_npr,is_dashain,is_tihar,is_holi,is_eid,is_lhosar,holiday_name,is_holiday,nepali_month,day_of_week,day,month,year,weekofyear,is_salary_week,festival_season
2024-04-26,8,1033,Smartwatch,R1-B,7,117615.84,10,253,105,10.75,23.9,161.15,740979.79,576317.62,164662.17,0,0,0,0,0,,0,Shrawan,Friday,26,4,2024,17,0,0
2024-07-14,9,1060,Smartphone,R1-A,7,124702.99,5,192,211,12.67,20.0,168.63,829274.88,611044.65,218230.23,0,0,0,0,0,,0,Kartik,Sunday,14,7,2024,28,0,0
2024-11-22,3,1040,Laptop,R2-B,2,128726.86,5,41,324,17.02,34.2,187.07,244581.03,180217.6,64363.43,0,0,0,0,0,,0,Falgun,Friday,22,11,2024,47,0,0
2024-03-26,2,1004,Smartphone,R1-A,3,193474.92,20,276,231,9.35,10.9,165.96,464339.81,406297.33,58042.48,0,0,0,0,0,,0,Ashadh,Tuesday,26,3,2024,13,0,0
2024-10-15,7,1078,Laptop,R2-B,3,37372.26,10,445,492,36.67,28.6,156.9,100905.1,78481.75,22423.35,0,0,0,0,0,,0,Magh,Tuesday,15,10,2024,42,0,0
2024-03-21,5,1049,Router,R3-A,4,125372.44,0,45,212,15.64,25.2,177.57,501489.76,351042.83,150446.93,0,0,0,0,0,,0,Ashadh,Thursday,21,3,2024,12,0,0
2024-05-31,5,1003,Television,R4-D,9,39222.68,20,102,324,13.66,34.2,156.34,282403.3,247102.88,35300.42,0,0,0,0,0,,0,Bhadra,Friday,31,5,2024,22,0,0
2024-03-01,13,1050,Smartphone,R1-A,1,43571.43,5,377,195,5.12,33.0,190.4,41392.86,30500.0,10892.86,0,0,0,0,0,,0,Ashadh,Friday,1,3,2024,9,1,0
2024-03-01,6,1051,Television,R4-D,7,134513.06,10,168,248,43.8,8.9,182.12,847432.28,659113.99,188318.29,0,0,0,0,0,,0,Ashadh,Friday,1,3,2024,9,1,0
2024-12-19,18,1038,Smartphone,R1-A,7,183358.91,15,407,316,28.75,14.2,165.27,1090985.51,898458.66,192526.85,0,0,0,0,0,,0,Chaitra,Thursday,19,12,2024,51,0,0
2024-01-28,2,1007,Laptop,R2-B,4,33490.76,0,456,263,7.01,30.5,173.76,133963.04,93774.13,40188.91,0,0,0,0,0,,0,Baisakh,Sunday,28,1,2024,4,0,0
2024-02-12,6,1044,Laptop,R2-B,1,192568.18,5,189,216,25.01,11.9,184.57,182939.77,134797.73,48142.04,0,0,0,0,0,,0,Jestha,Monday,12,2,2024,7,0,0
2024-06-17,9,1087,Smartphone,R1-A,3,65235.72,10,447,262,14.82,16.4,191.63,176136.44,136995.01,39141.43,0,0,0,0,0,,0,Ashwin,Monday,17,6,2024,25,0,0
2024-03-26,3,1027,Router,R3-A,5,79480.18,15,382,420,29.19,23.8,189.98,337790.76,278180.63,59610.13,0,0,0,0,0,,0,Ashadh,Tuesday,26,3,2024,13,0,0
2024-06-25,1,1026,Laptop,R2-B,2,32428.8,5,315,169,38.59,21.9,157.78,61614.72,45400.32,16214.4,0,0,0,0,0,,0,Ashwin,Tuesday,25,6,2024,26,0,0
2024-01-17,1,1064,Headphone,R3-C,7,123935.55,15,482,415,14.09,24.2,158.25,737416.52,607284.19,130132.33,0,0,0,0,0,,0,Baisakh,Wednesday,17,1,2024,3,0,0
2024-04-07,19,1033,Headphone,R3-C,7,120091.26,5,388,400,25.86,26.4,178.91,798606.88,588447.17,210159.71,0,0,0,0,0,,0,Shrawan,Sunday,7,4,2024,14,1,0
2024-07-16,5,1080,Television,R4-D,5,89569.41,20,447,155,17.52,26.9,174.86,358277.64,313492.94,44784.7,0,0,0,0,0,,0,Kartik,Tuesday,16,7,2024,29,0,0
2024-04-07,13,1061,Headphone,R3-C,6,96266.1,20,227,69,30.62,27.1,166.72,462077.28,404317.62,57759.66,0,0,0,0,0,,0,Shrawan,Sunday,7,4,2024,14,1,0
2024-03-05,19,1061,Headphone,R3-C,1,125349.22,20,479,233,42.22,34.8,194.05,100279.38,87744.45,12534.93,0,0,0,0,0,,0,Ashadh,Tuesday,5,3,2024,10,1,0
2024-11-25,12,1037,Router,R3-A,4,117532.31,10,338,431,14.8,15.7,184.85,423116.32,329090.47,94025.85,0,0,0,0,0,,0,Falgun,Monday,25,11,2024,48,0,0
2024-12-06,16,1025,Router,R3-A,4,76104.15,20,362,53,28.04,6.3,182.49,243533.28,213091.62,30441.66,0,0,0,0,0,,0,Chaitra,Friday,6,12,2024,49,1,0
2024-01-05,19,1023,Smartwatch,R1-B,8,177054.65,10,352,169,13.39,15.5,162.25,1274793.48,991506.04,283287.44,0,0,0,0,0,,0,Baisakh,Friday,5,1,2024,1,1,0
2024-01-02,3,1038,Smartwatch,R1-B,2,134196.78,0,236,35,40.21,32.3,166.36,268393.56,187875.49,80518.07,0,0,0,0,0,,0,Baisakh,Tuesday,2,1,2024,1,1,0
2024-01-22,12,1020,Router,R3-A,1,42670.45,20,221,321,20.51,7.5,179.2,34136.36,29869.31,4267.05,0,0,0,0,0,,0,Baisakh,Monday,22,1,2024,4,0,0
2024-04-21,5,1093,Smartwatch,R1-B,7,65340.79,10,362,414,18.45,24.4,186.82,411646.98,320169.87,91477.11,0,0,0,0,0,,0,Shrawan,Sunday,21,4,2024,16,0,0
2024-02-26,2,1046,Router,R3-A,6,157999.86,5,172,448,1.92,17.7,192.24,900599.2,663599.41,236999.79,0,0,0,0,0,,0,Jestha,Monday,26,2,2024,9,0,0
2024-03-06,7,1047,Smartwatch,R1-B,5,22696.03,10,375,258,19.02,32.6,182.91,102132.14,79436.1,22696.04,0,0,0,0,0,,0,Ashadh,Wednesday,6,3,2024,10,1,0
2024-11-25,13,1012,Laptop,R2-B,8,150545.94,10,167,250,5.98,32.9,171.75,1083930.77,843057.26,240873.51,0,0,0,0,0,,0,Falgun,Monday,25,11,2024,48,0,0
2024-04-07,15,1002,Router,R3-A,2,73050.8,5,119,12,25.92,28.6,182.64,138796.52,102271.12,36525.4,0,0,0,0,0,,0,Shrawan,Sunday,7,4,2024,14,1,0
2024-05-23,3,1031,Television,R4-D,2,111234.83,10,64,158,6.92,8.0,157.77,200222.69,155728.76,44493.93,0,0,0,0,0,,0,Bhadra,Thursday,23,5,2024,21,0,0
2024-05-04,5,1034,Television,R4-D,9,57550.51,5,359,28,26.32,5.7,179.0,492056.86,362568.21,129488.65,0,0,0,0,0,,0,Bhadra,Saturday,4,5,2024,18,1,0
2024-06-15,8,1018,Router,R3-A,1,197318.4,15,223,56,27.58,9.1,190.78,167720.64,138122.88,29597.76,0,0,0,0,0,,0,Ashwin,Saturday,15,6,2024,24,0,0
2024-03-26,1,1013,Headphone,R3-C,6,181356.38,20,374,491,11.21,14.7,180.48,870510.62,761696.8,108813.82,0,0,0,0,0,,0,Ashadh,Tuesday,26,3,2024,13,0,0
2024-03-16,8,1047,Television,R4-D,3,185833.07,0,394,160,2.31,12.2,155.3,557499.21,390249.45,167249.76,0,0,0,0,0,,0,Ashadh,Saturday,16,3,2024,11,0,0
2024-12-09,18,1085,Headphone,R3-C,5,38585.55,10,24,436,5.71,16.1,182.78,173634.98,135049.42,38585.56,0,0,0,0,0,,0,Chaitra,Monday,9,12,2024,50,0,0
2024-10-20,16,1080,Television,R4-D,8,168654.64,5,162,265,17.91,9.3,184.06,1281775.26,944465.98,337309.28,0,0,0,0,0,,0,Magh,Sunday,20,10,2024,42,0,0
2024-02-28,18,1067,Smartphone,R1-A,7,108008.63,20,29,229,39.4,27.6,176.65,604848.33,529242.29,75606.04,0,0,0,0,0,,0,Jestha,Wednesday,28,2,2024,9,0,0
2024-05-17,12,1044,Smartphone,R1-A,4,142156.12,10,464,318,6.6,30.4,187.64,511762.03,398037.14,113724.89,0,0,0,0,0,,0,Bhadra,Friday,17,5,2024,20,0,0
2024-04-08,13,1018,Router,R3-A,8,45065.81,20,409,328,0.05,19.6,163.09,288421.18,252368.54,36052.64,0,0,0,0,0,,0,Shrawan,Monday,8,4,2024,15,0,0
2024-07-10,13,1063,Television,R4-D,2,142972.96,15,61,192,0.34,33.7,171.36,243054.03,200162.14,42891.89,0,0,0,0,0,,0,Kartik,Wednesday,10,7,2024,28,0,0
2024-08-30,10,1065,Laptop,R2-B,7,183024.91,10,352,107,3.95,8.6,187.3,1153056.93,896822.06,256234.87,0,0,0,0,0,,0,Mangsir,Friday,30,8,2024,35,0,0
2024-11-14,7,1078,Headphone,R3-C,5,54961.31,5,478,356,4.8,8.2,179.15,261066.22,192364.58,68701.64,0,0,0,0,0,,0,Falgun,Thursday,14,11,2024,46,0,0
2024-02-18,14,1065,Television,R4-D,6,48205.25,15,330,351,6.43,11.0,194.77,245846.78,202462.05,43384.73,0,0,0,0,0,,0,Jestha,Sunday,18,2,2024,7,0,0
2024-02-01,16,1074,Router,R3-A,3,22674.08,10,376,352,22.29,34.5,157.77,61220.02,47615.57,13604.45,0,0,0,0,0,,0,Jestha,Thursday,1,2,2024,5,1,0
2024-10-03,15,1044,Headphone,R3-C,7,54827.72,20,93,257,5.92,17.5,164.77,307035.23,268655.83,38379.4,0,0,0,0,0,,0,Magh,Thursday,3,10,2024,40,1,0
2024-01-20,12,1086,Smartwatch,R1-B,7,108086.87,15,376,109,31.12,32.7,162.97,643116.88,529625.66,113491.22,0,0,0,0,0,,0,Baisakh,Saturday,20,1,2024,3,0,0
2024-06-02,9,1073,Router,R3-A,2,166877.83,5,476,129,9.45,11.1,194.06,317067.88,233628.96,83438.92,0,0,0,0,0,,0,Ashwin,Sunday,2,6,2024,22,1,0
2024-03-08,8,1066,Television,R4-D,1,57202.45,10,335,122,16.04,30.4,189.77,51482.2,40041.71,11440.49,0,0,0,0,0,,0,Ashadh,Friday,8,3,2024,10,0,0
2024-12-31,18,1068,Laptop,R2-B,2,124986.59,20,495,452,16.5,14.3,160.32,199978.54,174981.23,24997.31,0,0,0,0,0,,0,Chaitra,Tuesday,31,12,2024,1,0,0
2024-08-01,18,1002,Smartwatch,R1-B,8,96958.96,20,233,457,13.03,27.0,169.15,620537.34,542970.18,77567.16,0,0,0,0,0,,0,Mangsir,Thursday,1,8,2024,31,1,0
2024-05-22,13,1037,Router,R3-A,3,59138.65,15,138,115,42.49,34.2,157.1,150803.56,124191.16,26612.4,0,0,0,0,0,,0,Bhadra,Wednesday,22,5,2024,21,0,0
2024-08-19,18,1076,Television,R4-D,4,103051.1,10,359,229,17.04,33.0,180.3,370983.96,288543.08,82440.88,0,0,0,0,0,,0,Mangsir,Monday,19,8,2024,34,0,0
2024-07-31,15,1041,Smartphone,R1-A,8,35256.55,20,391,292,6.34,29.9,168.25,225641.92,197436.68,28205.24,0,0,0,0,0,,0,Kartik,Wednesday,31,7,2024,31,0,0
2024-03-19,4,1082,Television,R4-D,3,128636.36,15,25,385,11.71,6.5,165.3,328022.72,270136.36,57886.36,0,0,0,0,0,,0,Ashadh,Tuesday,19,3,2024,12,0,0
2024-08-01,17,1039,Smartphone,R1-A,6,24901.22,0,420,232,21.92,23.2,175.92,149407.32,104585.12,44822.2,0,0,0,0,0,,0,Mangsir,Thursday,1,8,2024,31,1,0
2024-04-25,5,1049,Smartphone,R1-A,2,146734.14,20,283,316,39.8,30.1,186.82,234774.62,205427.8,29346.82,0,0,0,0,0,,0,Shrawan,Thursday,25,4,2024,17,0,0
2024-04-01,16,1034,Router,R3-A,3,37187.11,15,86,233,0.21,17.0,171.16,94827.13,78092.93,16734.2,0,0,0,0,0,,0,Shrawan,Monday,1,4,2024,14,1,0
2024-09-26,9,1023,Television,R4-D,1,199635.51,0,309,295,8.59,26.9,185.3,199635.51,139744.86,59890.65,0,0,0,0,0,,0,Poush,Thursday,26,9,2024,39,0,0
2024-06-16,10,1087,Television,R4-D,9,165087.17,15,315,190,66.22,9.1,172.85,1262916.85,1040049.17,222867.68,0,0,0,0,0,,0,Ashwin,Sunday,16,6,2024,24,0,0
2024-02-27,18,1016,Smartphone,R1-A,4,70080.38,20,101,24,4.02,10.3,163.58,224257.22,196225.06,28032.16,0,0,0,0,0,,0,Jestha,Tuesday,27,2,2024,9,0,0
2024-10-10,17,1039,Headphone,R3-C,6,86388.54,0,467,378,3.18,24.3,172.85,518331.24,362831.87,155499.37,1,0,0,0,0,Dashain,1,Magh,Thursday,10,10,2024,41,0,1
2024-01-26,18,1073,Smartwatch,R1-B,7,53319.82,15,279,165,11.79,18.1,176.52,317252.93,261267.12,55985.81,0,0,0,0,0,,0,Baisakh,Friday,26,1,2024,4,0,0
2024-03-06,7,1065,Laptop,R2-B,2,153888.68,10,61,292,6.68,11.5,173.46,276999.62,215444.15,61555.47,0,0,0,0,0,,0,Ashadh,Wednesday,6,3,2024,10,1,0
2024-09-04,4,1043,Television,R4-D,8,77383.94,0,358,209,3.52,13.5,165.97,619071.52,433350.06,185721.46,0,0,0,0,0,,0,Poush,Wednesday,4,9,2024,36,1,0
2024-09-10,5,1022,Smartwatch,R1-B,9,151526.73,15,130,26,12.87,23.6,162.4,1159179.48,954618.4,204561.08,0,0,0,0,0,,0,Poush,Tuesday,10,9,2024,37,0,0
2024-02-13,16,1005,Smartwatch,R1-B,2,5643.51,10,468,339,10.41,26.8,192.88,10158.32,7900.91,2257.41,0,0,0,0,0,,0,Jestha,Tuesday,13,2,2024,7,0,0
2024-04-06,3,1065,Headphone,R3-C,5,28852.95,0,59,177,34.47,11.2,166.9,144264.75,100985.32,43279.43,0,0,0,0,0,,0,Shrawan,Saturday,6,4,2024,14,1,0
2024-02-11,18,1020,Smartwatch,R1-B,2,74264.92,15,388,417,21.14,33.7,183.21,126250.36,103970.89,22279.47,0,0,0,0,0,,0,Jestha,Sunday,11,2,2024,6,0,0
2024-08-14,14,1034,Television,R4-D,5,23563.89,20,484,43,1.77,5.2,168.63,94255.56,82473.61,11781.95,0,0,0,0,0,,0,Mangsir,Wednesday,14,8,2024,33,0,0
2024-09-18,15,1028,Router,R3-A,7,121023.34,0,282,71,3.5,26.0,193.79,847163.38,593014.37,254149.01,0,0,0,0,0,,0,Poush,Wednesday,18,9,2024,38,0,0
2024-06-15,17,1006,Router,R3-A,6,12064.76,0,389,387,15.69,13.7,194.53,72388.56,50671.99,21716.57,0,0,0,0,0,,0,Ashwin,Saturday,15,6,2024,24,0,0
2024-10-05,1,1092,Smartwatch,R1-B,4,172233.07,10,129,221,31.8,19.4,188.0,620039.05,482252.6,137786.45,0,0,0,0,0,,0,Magh,Saturday,5,10,2024,40,1,0
2024-03-29,17,1052,Television,R4-D,2,152738.98,15,396,435,37.49,22.1,178.26,259656.27,213834.57,45821.7,0,0,0,0,0,,0,Ashadh,Friday,29,3,2024,13,0,0
2024-06-26,11,1036,Television,R4-D,7,44818.78,20,455,310,37.14,21.8,176.68,250985.17,219612.02,31373.15,0,0,0,0,0,,0,Ashwin,Wednesday,26,6,2024,26,0,0
2024-07-15,17,1022,Smartphone,R1-A,9,97790.8,10,104,227,20.14,28.3,168.16,792105.48,616082.04,176023.44,0,0,0,0,0,,0,Kartik,Monday,15,7,2024,29,0,0
2024-11-02,14,1096,Headphone,R3-C,1,91458.99,0,158,328,6.71,29.7,159.88,91458.99,64021.29,27437.7,0,0,0,0,0,,0,Falgun,Saturday,2,11,2024,44,1,0
2024-09-23,19,1007,Laptop,R2-B,3,145523.19,10,298,232,34.39,7.2,158.16,392912.61,305598.7,87313.91,0,0,0,0,0,,0,Poush,Monday,23,9,2024,39,0,0
2024-09-24,7,1075,Smartphone,R1-A,7,81498.76,10,266,267,9.38,26.1,173.62,513442.19,399343.92,114098.27,0,0,0,0,0,,0,Poush,Tuesday,24,9,2024,39,0,0
2024-03-14,13,1047,Laptop,R2-B,9,8521.19,10,463,397,13.7,17.0,194.15,69021.64,53683.5,15338.14,0,0,0,0,0,,0,Ashadh,Thursday,14,3,2024,11,0,0
2024-01-08,18,1009,Television,R4-D,5,56199.7,0,380,253,10.8,29.6,164.88,280998.5,196698.95,84299.55,0,0,0,0,0,,0,Baisakh,Monday,8,1,2024,2,0,0
2024-10-23,14,1078,Router,R3-A,7,94306.77,5,193,162,5.48,23.3,171.44,627140.02,462103.17,165036.85,0,0,0,0,0,,0,Magh,Wednesday,23,10,2024,43,0,0
2024-06-12,1,1023,Smartphone,R1-A,7,194949.46,10,269,5,14.73,5.3,180.66,1228181.6,955252.35,272929.25,0,0,0,0,0,,0,Ashwin,Wednesday,12,6,2024,24,0,0
2024-03-25,7,1089,Smartwatch,R1-B,4,176469.42,5,159,46,24.94,25.0,169.04,670583.8,494114.38,176469.42,0,0,0,0,0,,0,Ashadh,Monday,25,3,2024,13,0,0
2024-03-12,8,1046,Smartwatch,R1-B,5,37918.42,20,214,406,3.45,32.8,155.15,151673.68,132714.47,18959.21,0,0,0,0,0,,0,Ashadh,Tuesday,12,3,2024,11,0,0
2024-02-24,18,1052,Laptop,R2-B,2,145208.64,20,451,370,10.02,7.5,170.85,232333.82,203292.1,29041.72,0,0,0,0,0,,0,Jestha,Saturday,24,2,2024,8,0,0
2024-02-16,9,1038,Television,R4-D,8,187491.44,20,181,67,20.09,19.8,187.19,1199945.22,1049952.06,149993.16,0,0,0,0,0,,0,Jestha,Friday,16,2,2024,7,0,0
2024-08-25,1,1066,Router,R3-A,1,3740.94,15,322,253,13.86,23.8,192.76,3179.8,2618.66,561.14,0,0,0,0,0,,0,Mangsir,Sunday,25,8,2024,34,0,0
2024-04-13,17,1065,Laptop,R2-B,2,144747.24,0,231,448,10.02,10.9,166.0,289494.48,202646.14,86848.34,0,0,0,0,0,,0,Shrawan,Saturday,13,4,2024,15,0,0
2024-07-28,19,1005,Router,R3-A,3,92948.03,5,177,58,5.69,24.5,191.87,264901.89,195190.86,69711.03,0,0,0,0,0,,0,Kartik,Sunday,28,7,2024,30,0,0
2024-02-11,6,1020,Headphone,R3-C,7,136686.77,15,253,392,19.59,6.5,189.69,813286.28,669765.17,143521.11,0,0,0,0,0,,0,Jestha,Sunday,11,2,2024,6,0,0
2024-11-11,3,1072,Router,R3-A,6,121906.68,5,227,118,5.59,32.2,171.27,694868.08,512008.06,182860.02,0,0,0,0,0,,0,Falgun,Monday,11,11,2024,46,0,0
2024-09-24,5,1073,Smartwatch,R1-B,7,196963.77,0,65,185,13.7,27.9,155.19,1378746.39,965122.47,413623.92,0,0,0,0,0,,0,Poush,Tuesday,24,9,2024,39,0,0
2024-09-19,2,1035,Smartphone,R1-A,5,59185.45,10,72,47,49.89,33.2,188.8,266334.53,207149.08,59185.45,0,0,0,0,0,,0,Poush,Thursday,19,9,2024,38,0,0
2024-12-01,4,1002,Smartphone,R1-A,4,157656.31,15,112,190,6.68,17.6,166.47,536031.45,441437.67,94593.78,0,0,0,0,0,,0,Chaitra,Sunday,1,12,2024,48,1,0
2024-12-30,10,1087,Smartphone,R1-A,7,48458.7,0,382,264,5.22,6.0,185.24,339210.9,237447.63,101763.27,0,0,0,0,0,,0,Chaitra,Monday,30,12,2024,1,0,0
2024-09-15,10,1085,Router,R3-A,3,88250.38,15,176,171,0.69,15.2,177.86,225038.47,185325.8,39712.67,0,0,0,0,0,,0,Poush,Sunday,15,9,2024,37,0,0
2024-10-09,11,1077,Smartwatch,R1-B,7,195125.41,20,16,45,27.98,20.5,163.87,1092702.3,956114.51,136587.79,0,0,0,0,0,,0,Magh,Wednesday,9,10,2024,41,0,0
2024-04-23,16,1041,Router,R3-A,2,153694.99,15,151,142,11.52,33.1,180.93,261281.48,215172.99,46108.49,0,0,0,0,0,,0,Shrawan,Tuesday,23,4,2024,17,0,0
2024-12-28,17,1044,Television,R4-D,8,64532.61,10,134,245,21.71,31.5,185.59,464634.79,361382.62,103252.17,0,0,0,0,0,,0,Chaitra,Saturday,28,12,2024,52,0,0
2024-02-09,16,1043,Smartwatch,R1-B,6,124635.12,10,99,215,9.45,22.8,173.98,673029.65,523467.5,149562.15,0,0,0,0,0,,0,Jestha,Friday,9,2,2024,6,0,0
2024-08-07,7,1090,Smartwatch,R1-B,3,11839.03,5,411,436,23.29,26.9,184.92,33741.24,24861.96,8879.28,0,0,0,0,0,,0,Mangsir,Wednesday,7,8,2024,32,1,0
2024-05-08,16,1032,Router,R3-A,3,54746.19,15,320,175,12.56,33.6,171.2,139602.78,114967.0,24635.78,0,0,0,0,0,,0,Bhadra,Wednesday,8,5,2024,19,0,0
2024-01-08,3,1059,Router,R3-A,5,144241.32,20,380,327,23.16,30.5,194.21,576965.28,504844.62,72120.66,0,0,0,0,0,,0,Baisakh,Monday,8,1,2024,2,0,0
2024-04-10,16,1085,Smartphone,R1-A,3,114878.53,10,449,475,0.76,24.8,164.59,310172.03,241244.91,68927.12,0,0,0,1,0,Eid,1,Shrawan,Wednesday,10,4,2024,15,0,1
2024-06-24,8,1092,Smartwatch,R1-B,6,94995.22,5,225,383,0.15,21.2,186.11,541472.75,398979.92,142492.83,0,0,0,0,0,,0,Ashwin,Monday,24,6,2024,26,0,0
2024-04-16,12,1082,Smartphone,R1-A,2,138793.46,20,450,425,13.87,19.3,184.98,222069.54,194310.84,27758.7,0,0,0,0,0,,0,Shrawan,Tuesday,16,4,2024,16,0,0
2024-04-10,3,1082,Television,R4-D,8,80894.86,20,132,365,8.05,27.7,176.18,517727.1,453011.22,64715.88,0,0,0,1,0,Eid,1,Shrawan,Wednesday,10,4,2024,15,0,1
2024-09-16,17,1069,Headphone,R3-C,9,7178.92,20,381,144,31.61,29.3,169.01,51688.22,45227.2,6461.02,0,0,0,0,0,,0,Poush,Monday,16,9,2024,38,0,0
2024-12-31,18,1082,Smartphone,R1-A,7,89323.27,0,195,34,12.96,11.5,172.83,625262.89,437684.02,187578.87,0,0,0,0,0,,0,Chaitra,Tuesday,31,12,2024,1,0,0
2024-09-02,11,1076,Router,R3-A,3,180621.58,10,380,414,14.43,19.2,180.18,487678.27,379305.32,108372.95,0,0,0,0,0,,0,Poush,Monday,2,9,2024,36,1,0
2024-10-01,4,1025,Laptop,R2-B,4,171609.8,0,162,131,15.28,28.1,176.21,686439.2,480507.44,205931.76,0,0,0,0,0,,0,Magh,Tuesday,1,10,2024,40,1,0
2024-02-01,16,1085,Headphone,R3-C,2,82981.44,0,258,303,8.0,25.3,185.46,165962.88,116174.02,49788.86,0,0,0,0,0,,0,Jestha,Thursday,1,2,2024,5,1,0
2024-05-16,17,1020,Television,R4-D,9,6399.85,10,123,397,0.71,22.7,169.43,51838.78,40319.06,11519.72,0,0,0,0,0,,0,Bhadra,Thursday,16,5,2024,20,0,0
2024-01-12,9,1099,Router,R3-A,5,127988.84,15,105,152,36.3,14.7,159.29,543952.57,447960.94,95991.63,0,0,0,0,0,,0,Baisakh,Friday,12,1,2024,2,0,0
2024-10-28,6,1001,Headphone,R3-C,2,148756.5,5,207,301,21.26,23.3,175.22,282637.35,208259.1,74378.25,0,0,0,0,0,,0,Magh,Monday,28,10,2024,44,0,0
2024-01-16,2,1046,Router,R3-A,6,60260.23,10,345,47,19.46,23.4,165.36,325405.24,253092.97,72312.27,0,0,0,0,0,,0,Baisakh,Tuesday,16,1,2024,3,0,0
2024-05-08,9,1029,Smartphone,R1-A,7,96379.47,5,12,167,18.07,18.0,179.67,640923.48,472259.4,168664.08,0,0,0,0,0,,0,Bhadra,Wednesday,8,5,2024,19,0,0
2024-03-03,6,1026,Router,R3-A,2,198387.65,15,158,177,6.79,33.8,175.81,337259.0,277742.71,59516.29,0,0,0,0,0,,0,Ashadh,Sunday,3,3,2024,9,1,0
2024-04-18,3,1070,Television,R4-D,1,116115.92,10,425,262,6.17,24.6,186.15,104504.33,81281.14,23223.19,0,0,0,0,0,,0,Shrawan,Thursday,18,4,2024,16,0,0
2024-01-21,6,1019,Laptop,R2-B,7,71512.83,20,395,94,17.67,30.5,178.01,400471.85,350412.87,50058.98,0,0,0,0,0,,0,Baisakh,Sunday,21,1,2024,3,0,0
2024-06-06,7,1049,Smartphone,R1-A,1,126242.8,10,120,315,24.8,8.9,172.23,113618.52,88369.96,25248.56,0,0,0,0,0,,0,Ashwin,Thursday,6,6,2024,23,1,0
2024-09-25,1,1094,Smartphone,R1-A,3,37644.42,15,29,290,11.19,27.7,159.79,95993.27,79053.28,16939.99,0,0,0,0,0,,0,Poush,Wednesday,25,9,2024,39,0,0
2024-06-10,1,1022,Television,R4-D,4,41451.97,0,212,229,6.41,23.1,159.81,165807.88,116065.52,49742.36,0,0,0,0,0,,0,Ashwin,Monday,10,6,2024,24,0,0
2024-09-16,5,1012,Television,R4-D,2,185135.09,10,380,190,25.31,14.2,180.61,333243.16,259189.13,74054.03,0,0,0,0,0,,0,Poush,Monday,16,9,2024,38,0,0
2024-04-11,6,1080,Headphone,R3-C,7,49361.61,20,411,403,24.91,9.1,190.23,276425.02,241871.89,34553.13,0,0,0,0,0,,0,Shrawan,Thursday,11,4,2024,15,0,0
2024-08-10,13,1003,Laptop,R2-B,5,63536.3,10,191,143,1.41,16.4,171.59,285913.35,222377.05,63536.3,0,0,0,0,0,,0,Mangsir,Saturday,10,8,2024,32,0,0
2024-02-28,2,1013,Router,R3-A,1,109667.89,0,340,405,5.25,18.2,176.23,109667.89,76767.52,32900.37,0,0,0,0,0,,0,Jestha,Wednesday,28,2,2024,9,0,0
2024-09-03,15,1019,Headphone,R3-C,8,180139.14,10,236,163,14.42,9.2,178.65,1297001.81,1008779.18,288222.63,0,0,0,0,0,,0,Poush,Tuesday,3,9,2024,36,1,0
2024-05-07,15,1012,Router,R3-A,7,156726.88,20,301,18,3.19,25.1,174.09,877670.53,767961.71,109708.82,0,0,0,0,0,,0,Bhadra,Tuesday,7,5,2024,19,1,0
2024-10-09,13,1002,Router,R3-A,4,10669.22,15,367,385,3.0,14.2,157.38,36275.35,29873.82,6401.53,0,0,0,0,0,,0,Magh,Wednesday,9,10,2024,41,0,0
2024-11-20,14,1089,Router,R3-A,2,139219.87,20,85,67,1.08,29.2,178.57,222751.79,194907.82,27843.97,0,0,0,0,0,,0,Falgun,Wednesday,20,11,2024,47,0,0
2024-01-25,7,1089,Headphone,R3-C,7,101804.17,15,326,97,18.74,24.5,160.48,605734.81,498840.43,106894.38,0,0,0,0,0,,0,Baisakh,Thursday,25,1,2024,4,0,0
2024-05-10,14,1081,Smartphone,R1-A,2,96159.46,20,325,6,33.34,14.3,177.23,153855.14,134623.24,19231.9,0,0,0,0,0,,0,Bhadra,Friday,10,5,2024,19,0,0
2024-12-18,10,1095,Television,R4-D,6,138928.56,5,232,302,27.92,15.8,186.02,791892.79,583499.95,208392.84,0,0,0,0,0,,0,Chaitra,Wednesday,18,12,2024,51,0,0
2024-07-14,17,1077,Smartphone,R1-A,1,40853.95,10,382,176,25.32,33.3,155.22,36768.56,28597.76,8170.8,0,0,0,0,0,,0,Kartik,Sunday,14,7,2024,28,0,0
2024-10-07,14,1046,Laptop,R2-B,7,196334.76,10,45,205,16.91,33.4,172.22,1236908.99,962040.32,274868.67,0,0,0,0,0,,0,Magh,Monday,7,10,2024,41,1,0
2024-06-02,8,1002,Headphone,R3-C,7,129770.69,0,487,298,30.85,17.6,184.83,908394.83,635876.38,272518.45,0,0,0,0,0,,0,Ashwin,Sunday,2,6,2024,22,1,0
2024-05-12,4,1000,Laptop,R2-B,4,74399.92,5,437,287,8.53,25.4,176.14,282719.7,208319.78,74399.92,0,0,0,0,0,,0,Bhadra,Sunday,12,5,2024,19,0,0
2024-08-14,16,1089,Television,R4-D,4,120840.04,0,333,400,30.64,34.4,164.41,483360.16,338352.11,145008.05,0,0,0,0,0,,0,Mangsir,Wednesday,14,8,2024,33,0,0
